af_id,framework,domain,code,lib_name,description,wcgw_typical,nature,frequency,key,design_default,owner_type,test_procedures,applies_to_domains,archived
lib_tre_013,COSO 2013,Treasury,TRE-013,Revue trimestrielle des accès TMS,Revue des profils par Trésorerie + IT. Principe du moindre privilège,Accès large à l'outil de trésorerie — Risque de fraude,Manual,Quarter,true,Existing,Trésorerie,Extraire les utilisateurs TMS. Vérifier la justification métier.,"[""F - Finance""]",false
lib_fa_001,COSO 2013,Fixed Assets,FA-001,Capex authorization workflow,Tout investissement validé selon matrice (montant + nature). Capex plan annuel,Acquisition non autorisée — Allocation de capital non maîtrisée,Manual,Day,true,Existing,DAF,Échantillonner 20 capex. Vérifier la validation et la cohérence avec le plan.,"[""F - Finance""]",false
lib_fa_002,COSO 2013,Fixed Assets,FA-002,Critères de capitalisation documentés,Politique définit les seuils et critères. Cas limites validés Comptabilité,Capitalisation incorrecte — Distorsion du résultat et du bilan,Manual,Day,true,Existing,Comptabilité,Échantillonner 20 capex et 20 charges proches du seuil. Vérifier le traitement.,"[""F - Finance""]",false
lib_fa_003,COSO 2013,Fixed Assets,FA-003,Réception physique avant capitalisation,Capitalisation sur réception physique tracée. Photo + bon de réception,Immobilisation fictive — Détournement ou erreur,Manual,Day,true,Existing,Comptabilité,Échantillonner 25 capitalisations. Vérifier l'existence physique.,"[""F - Finance""]",false
lib_fa_004,COSO 2013,Fixed Assets,FA-004,Politique d'amortissement par catégorie,Durées définies par catégorie d'immo. Revue annuelle de la durée d'utilité,Durée d'amortissement inappropriée — Distorsion du résultat,Manual,Year,true,Existing,Comptabilité,Échantillonner 25 immos. Vérifier la durée appliquée vs politique.,"[""F - Finance""]",false
lib_fa_005,COSO 2013,Fixed Assets,FA-005,Calcul automatique avec contrôles,Calcul automatisé dans le module FA. Rapprochement mensuel charge / paramètres,Calcul d'amortissement erroné — Distorsion comptable,IT-Dependent,Month,true,Existing,Comptabilité,Recalculer l'amortissement de 20 immos. Comparer au calcul système.,"[""F - Finance""]",false
lib_fa_006,COSO 2013,Fixed Assets,FA-006,Revue annuelle des indicateurs d'impairment,"Revue formalisée des indicateurs (perte, non-utilisation, obsolescence) avec test si signal",Indicateur d'impairment ignoré — Surévaluation des actifs,Manual,Year,true,Existing,Comptabilité,Vérifier la trace de revue. Échantillonner 5 actifs avec signal et tests.,"[""F - Finance""]",false
lib_fa_007,COSO 2013,Fixed Assets,FA-007,Workflow de cession et matrice,Toute cession validée selon matrice. Prix justifié (devis externes pour cessions importantes),Cession non autorisée — Vente sous-évaluée ou détournement,Manual,Day,true,Existing,DAF,Échantillonner 15 cessions. Vérifier la validation et le prix.,"[""F - Finance""]",false
lib_fa_008,COSO 2013,Fixed Assets,FA-008,Rapprochement annuel inventaire physique,Inventaire physique annuel rapproché avec la liste compta. Écarts investigués,Sortie comptable non effectuée — Surévaluation des actifs,Manual,Year,true,Existing,Comptabilité,Vérifier le PV et le rapprochement. Échantillonner 30 actifs et tester l'existence.,"[""F - Finance""]",false
lib_fa_009,COSO 2013,Fixed Assets,FA-009,Tagging et inventaire physique tournant,Tous les actifs >seuil tagués. Inventaire tournant trimestriel par site,Vol ou perte d'actif non détecté — Perte économique non comptabilisée,Manual,Quarter,false,Existing,Opérations,Vérifier la couverture du tagging. Tester 20 actifs choisis aléatoirement.,"[""F - Finance""]",false
lib_fa_010,COSO 2013,Fixed Assets,FA-010,Revue mensuelle du CWIP,Revue mensuelle des projets en CWIP. Mise en service tracée et déclenche le transfert,Construction en cours non transférée — Retard d'amortissement,Manual,Month,true,Existing,Comptabilité,Échantillonner 10 projets. Vérifier la cohérence des dates de mise en service.,"[""F - Finance""]",false
lib_fa_011,COSO 2013,Fixed Assets,FA-011,Rapprochement mensuel module FA / GL,Rapprochement formalisé mensuel. Items en suspens investigués,Module FA non rapproché avec GL — Erreur ou manipulation non détectée,Manual,Month,true,Existing,Comptabilité,Sélectionner 3 mois. Vérifier le rapprochement.,"[""F - Finance""]",false
lib_ita_001,COBIT 2019,IT - Access Management,ITA-001,Workflow de provisioning avec validation manager,Toute création de compte déclenchée par RH ou demande validée par manager + IT,Création d'accès non autorisée — Accès non maîtrisé aux systèmes,Manual,Day,true,Existing,IT,Échantillonner 25 créations. Vérifier la trace de validation.,"[""I - IT""]",false
lib_ita_002,COBIT 2019,IT - Access Management,ITA-002,Catalogue de rôles avec validation métier,Rôles définis avec owner métier. Attribution selon catalogue. Exceptions justifiées,Profil de droits trop large — Risque de fraude / fuite,Manual,Day,true,Existing,IT,Échantillonner 20 attributions. Vérifier la cohérence avec le rôle catalogue.,"[""I - IT""]",false
lib_ita_003,COBIT 2019,IT - Access Management,ITA-003,PAM (Privileged Access Management),Comptes privilégiés gérés par solution PAM. Sessions enregistrées + check-in/check-out,Compte privilégié non maîtrisé — Risque majeur de compromission,IT-Dependent,Day,true,Existing,IT Sécurité,Lister les comptes privilégiés. Vérifier qu'ils passent par le PAM.,"[""I - IT""]",false
lib_ita_004,COBIT 2019,IT - Access Management,ITA-004,MFA obligatoire sur comptes sensibles,MFA forcé sur admin / VPN / cloud / accès distants. Surveillance de la couverture,MFA non activé sur les comptes sensibles — Compromission par mot de passe seul,IT-Dependent,Day,true,Existing,IT Sécurité,Vérifier la couverture MFA. Tenter une connexion sans MFA sur un compte cible.,"[""I - IT""]",false
lib_ita_005,COBIT 2019,IT - Access Management,ITA-005,Politique de mot de passe technique,Longueur min 12 + complexité + historique + verrouillage. Imposée techniquement,Politique de mot de passe insuffisante — Compromission par brute-force,IT-Dependent,Day,true,Existing,IT Sécurité,Extraire la politique appliquée. Vérifier conformité avec le standard ANSSI.,"[""I - IT""]",false
lib_ita_006,COBIT 2019,IT - Access Management,ITA-006,Désactivation automatique des comptes inactifs,Comptes >90j sans connexion désactivés automatiquement. Exceptions tracées,Comptes inactifs non désactivés — Compromission silencieuse,IT-Dependent,Day,true,Existing,IT,Lister les comptes inactifs >90j encore actifs. Vérifier les exceptions.,"[""I - IT""]",false
lib_ita_007,COBIT 2019,IT - Access Management,ITA-007,Workflow RH-IT pour la révocation,Désactivation déclenchée le jour J du départ par workflow RH-IT. SLA de 24h,Accès maintenus après départ — Risque de fuite ou sabotage,IT-Dependent,Day,true,Existing,RH,Lister les départs sur la période. Vérifier le délai de désactivation.,"[""I - IT""]",false
lib_ita_008,COBIT 2019,IT - Access Management,ITA-008,Réinitialisation des droits à chaque mobilité,Mobilité interne déclenche revue + réinitialisation des droits selon nouveau rôle,Accès non mis à jour après mobilité — Cumul de droits non justifié,Manual,Day,true,Existing,RH,Échantillonner 15 mobilités. Vérifier la revue des droits.,"[""I - IT""]",false
lib_ita_009,COBIT 2019,IT - Access Management,ITA-009,Revue trimestrielle des accès par owner,Owner métier valide chaque trimestre les accès de son périmètre. Désactivation auto si pas de validation,Pas de revue périodique des accès — Privilege creep généralisé,Manual,Quarter,true,Existing,Owners métier,Vérifier le taux de complétion. Échantillonner 20 utilisateurs et tester la revue.,"[""I - IT""]",false
lib_ita_010,COBIT 2019,IT - Access Management,ITA-010,Matrice SoD et contrôles continus,Matrice SoD définie. Contrôle continu des conflits. Remediation des cas existants,Conflit de ségrégation des tâches — Risque de fraude,IT-Dependent,Day,true,Existing,IT,Extraire la matrice. Identifier les conflits et leur traitement.,"[""I - IT""]",false
lib_ita_011,COBIT 2019,IT - Access Management,ITA-011,Désactivation ou changement des comptes par défaut,Tous les comptes par défaut désactivés ou mots de passe changés. Vérification au déploiement,Comptes par défaut ou techniques mal protégés — Voie d'attaque connue,Manual,Day,true,Existing,IT Sécurité,Tester sur un échantillon de systèmes les comptes par défaut.,"[""I - IT""]",false
lib_ita_012,COBIT 2019,IT - Access Management,ITA-012,Journalisation centralisée des accès,Logs d'authentification et d'actions sensibles centralisés (SIEM). Rétention 12 mois,Activité d'accès non journalisée — Impossibilité d'investigation,IT-Dependent,Day,true,Existing,IT Sécurité,Vérifier la complétude des logs collectés. Tester la rétention.,"[""I - IT""]",false
lib_ita_013,COBIT 2019,IT - Access Management,ITA-013,Inventaire et coffre-fort des comptes de service,Inventaire à jour. Mots de passe stockés dans coffre-fort. Rotation régulière,Comptes de service non contrôlés — Risque de compromission,Manual,Quarter,true,Existing,IT Sécurité,Échantillonner 15 services. Vérifier la présence dans l'inventaire et le coffre.,"[""I - IT""]",false
lib_ita_014,COBIT 2019,IT - Access Management,ITA-014,Sécurisation des accès distants,VPN avec MFA + posture des postes vérifiée. Logs et alertes anomalies,Accès distant non sécurisé — Voie d'intrusion,IT-Dependent,Day,true,Existing,IT Sécurité,Tester un accès sans MFA ou avec poste non conforme. Vérifier le blocage.,"[""I - IT""]",false
lib_itd_001,ISO 27001,IT - Data,ITD-001,Politique et schéma de classification des données,Politique définissant les niveaux (Public / Interne / Confidentiel / Secret) avec règles associées,Données non classifiées — Sur ou sous-protection des données,Manual,Day,true,Existing,DPO,Vérifier la couverture sur les principaux jeux de données. Échantillonner 10 datasets.,"[""I - IT""]",false
lib_itd_002,ISO 27001,IT - Data,ITD-002,Cartographie des traitements (registre RGPD),Registre des traitements à jour. Revue annuelle. Lien avec systèmes hébergeant les données,Inventaire des données absent ou obsolète — Risque RGPD et fuite non détectée,Manual,Year,true,Existing,DPO,Vérifier la complétude vs systèmes connus. Échantillonner 5 traitements.,"[""I - IT""]",false
lib_itd_003,ISO 27001,IT - Data,ITD-003,Chiffrement obligatoire pour données sensibles,Données classifiées >Confidentiel chiffrées au repos (DB / fichiers / sauvegardes),Données sensibles non chiffrées au repos — Fuite en cas de compromission,IT-Dependent,Day,true,Existing,IT Sécurité,Tester sur un échantillon. Vérifier les configurations de chiffrement.,"[""I - IT""]",false
lib_itd_004,ISO 27001,IT - Data,ITD-004,Chiffrement TLS obligatoire pour les échanges,TLS 1.2+ obligatoire pour toute connexion. Configuration vérifiée et auditée,Transmission de données en clair — Interception possible,IT-Dependent,Day,true,Existing,IT Sécurité,Tester avec un outil (SSL Labs). Vérifier les versions TLS acceptées.,"[""I - IT""]",false
lib_itd_005,ISO 27001,IT - Data,ITD-005,Politique de sauvegarde 3-2-1 et tests,Sauvegardes selon règle 3-2-1. Tests de restauration mensuels documentés,Sauvegardes incomplètes ou indisponibles — Perte de données en cas d'incident,Manual,Month,true,Existing,IT Infra,Vérifier les PV de restauration sur 3 mois. Tester une restauration en direct.,"[""I - IT""]",false
lib_itd_006,ISO 27001,IT - Data,ITD-006,Sauvegardes immutables ou hors-ligne,Au moins une copie immutable (WORM) ou air-gapped. Test de récupération depuis cette copie,Sauvegardes non protégées contre le ransomware — Sauvegardes chiffrées par l'attaquant,IT-Dependent,Day,true,Existing,IT Infra,Vérifier l'isolation. Tester une attaque simulée sur les sauvegardes.,"[""I - IT""]",false
lib_itd_007,ISO 27001,IT - Data,ITD-007,DLP sur les canaux de fuite (email / cloud / USB),DLP déployé sur email + cloud + USB. Politiques basées sur la classification,Fuite de données par les utilisateurs — Sanction RGPD + fuite,IT-Dependent,Day,true,Existing,IT Sécurité,Vérifier la couverture. Tester l'envoi d'un échantillon de données classifiées.,"[""I - IT""]",false
lib_itd_008,ISO 27001,IT - Data,ITD-008,Audit logging sur les accès aux données sensibles,Logs des accès et exports tracés. Centralisation SIEM. Alertes sur volumes anormaux,Accès aux données non tracé — Impossibilité d'investiguer une fuite,IT-Dependent,Day,true,Existing,IT Sécurité,Vérifier la couverture du logging. Tester une alerte sur volume anormal.,"[""I - IT""]",false
lib_itd_009,ISO 27001,IT - Data,ITD-009,Politique de rétention et purges automatiques,Politique définit les durées par type de donnée. Purges automatiques paramétrées,Données conservées au-delà du délai légal — Sanction RGPD,IT-Dependent,Day,true,Existing,DPO,Vérifier la politique vs RGPD. Tester l'effectivité des purges.,"[""I - IT""]",false
lib_itd_010,ISO 27001,IT - Data,ITD-010,Procédure et outil de traitement des demandes,Procédure documentée. Outil de suivi avec SLA légal (1 mois max). Reporting trimestriel,Demandes RGPD non traitées dans les délais — Sanction CNIL,Manual,Day,true,Existing,DPO,Échantillonner 10 demandes. Vérifier le respect du délai et la complétude.,"[""I - IT""]",false
lib_itd_011,ISO 27001,IT - Data,ITD-011,Clauses RGPD et audit des sous-traitants,Contrats avec clauses Art. 28. Évaluation initiale + audit annuel des principaux sous-traitants,Sous-traitants ne respectant pas le RGPD — Responsabilité conjointe,Manual,Year,true,Existing,DPO,Échantillonner 10 sous-traitants. Vérifier les contrats et les rapports d'audit.,"[""I - IT""]",false
lib_itd_012,ISO 27001,IT - Data,ITD-012,Anonymisation systématique des données non-prod,Process d'anonymisation appliqué à toute copie de données vers non-prod,Données personnelles non pseudonymisées en non-prod — Risque de fuite,IT-Dependent,Day,true,Existing,IT,Auditer un échantillon d'environnements non-prod. Détecter les données réelles.,"[""I - IT""]",false
lib_itd_013,ISO 27001,IT - Data,ITD-013,Procédure de gestion des violations de données,Procédure avec rôles + délais de notification CNIL (72h) et personnes concernées. Tests annuels,Violation de données non détectée ou non notifiée — Sanction RGPD,Manual,Year,true,Existing,DPO,Vérifier la procédure. Échantillonner les violations de l'année et leur traitement.,"[""I - IT""]",false
lib_itd_014,ISO 27001,IT - Data,ITD-014,Contrôles qualité sur les données critiques,Règles de qualité définies sur les datasets critiques. Reporting et plans d'action,Qualité des données critiques dégradée — Décisions sur des données fausses,IT-Dependent,Month,false,Existing,Data Owners,Vérifier les règles définies et le suivi des écarts.,"[""I - IT""]",false
lib_rd_001,COSO 2013,R&D,RD-001,Comité d'investissement R&D,Tout projet >seuil validé en comité avec business case + alignement stratégique,Projet R&D non aligné avec la stratégie — Allocation budgétaire inefficace,Manual,Day,true,Existing,Direction R&D,Échantillonner 10 projets. Vérifier la trace de validation comité.,"[""F - Finance""]",false
lib_rd_002,COSO 2013,R&D,RD-002,Portfolio management R&D centralisé,Outil de portfolio listant tous les projets. Revue trimestrielle pour détection des doublons,Doublons ou silos R&D — Gaspillage de ressources,Manual,Quarter,false,Existing,Direction R&D,Comparer les projets actifs entre équipes. Détecter les chevauchements.,"[""F - Finance""]",false
lib_rd_003,COSO 2013,R&D,RD-003,Processus de protection de la PI,Comité PI évalue chaque innovation. Dépôt brevet / NDA / secret selon stratégie,Propriété intellectuelle non protégée — Perte de PI au profit des concurrents,Manual,Day,true,Existing,R&D,Échantillonner 10 inventions. Vérifier la décision de protection et son exécution.,"[""F - Finance""]",false
lib_rd_004,COSO 2013,R&D,RD-004,Clauses de PI dans tous les contrats R&D,Modèles de contrat avec clauses de cession PI. Revue Juridique systématique pour contrats R&D,Cession de PI par contrat mal cadré — Perte de propriété,Manual,Day,true,Existing,Juridique,Échantillonner 15 contrats R&D. Vérifier la présence et la validité des clauses PI.,"[""F - Finance""]",false
lib_rd_005,COSO 2013,R&D,RD-005,NDA et accès cloisonné,NDA signés avant tout échange. Accès aux données R&D limité au strict nécessaire,Fuite de R&D par sous-traitant ou partenaire — Perte d'avantage concurrentiel,Manual,Day,true,Existing,R&D,Échantillonner 15 partenaires. Vérifier NDA + cohérence des accès.,"[""F - Finance""]",false
lib_rd_006,COSO 2013,R&D,RD-006,Critères de capitalisation IFRS appliqués et tracés,Critères IAS 38 appliqués (faisabilité technique / commerciale / ressources). Dossier par projet,Capitalisation incorrecte des frais de R&D — Distorsion du résultat,Manual,Day,true,Existing,Comptabilité,Échantillonner 10 projets capitalisés. Vérifier les critères IAS 38.,"[""F - Finance""]",false
lib_rd_007,COSO 2013,R&D,RD-007,Time tracking validé par chef de projet,Saisie hebdomadaire validée par chef de projet. Cohérence avec planning,Temps R&D mal alloué — Capitalisation et CIR erronés,Manual,Week,true,Existing,R&D,Échantillonner 25 saisies. Vérifier la validation et la cohérence.,"[""F - Finance""]",false
lib_rd_008,COSO 2013,R&D,RD-008,Dossier CIR documenté avec critères MESR,Dossier annuel justifiant l'éligibilité (incertitudes scientifiques + démarche). Revue par expert externe,Crédit Impôt Recherche surévalué — Redressement fiscal + pénalités,Manual,Year,true,Existing,Fiscalité,Échantillonner 10 dépenses. Vérifier l'éligibilité et la documentation.,"[""F - Finance""]",false
lib_rd_009,COSO 2013,R&D,RD-009,Suivi mensuel des projets en comité,Comité mensuel de suivi avec KPIs (budget / délai / risques). Décisions tracées,Dérapage budget / délai non détecté — Surcoût et impact stratégique,Manual,Month,false,Existing,Direction R&D,Vérifier les PV sur 3 mois. Échantillonner 5 projets et tester la cohérence des reportings.,"[""F - Finance""]",false
lib_rd_010,COSO 2013,R&D,RD-010,Veille réglementaire et gates de conformité,Veille réglementaire active. Gates de conformité dans le cycle projet (avant industrialisation),Non-conformité réglementaire des produits — Non-mise sur le marché,Manual,Day,true,Existing,R&D,Vérifier le passage des gates pour 5 projets. Cohérence avec le marquage final.,"[""F - Finance""]",false
lib_rd_011,COSO 2013,R&D,RD-011,Sélection et suivi des sous-traitants R&D,Évaluation initiale (technique + financière + sécurité) + revue annuelle,Sous-traitance R&D non maîtrisée — Qualité dégradée + risque PI,Manual,Year,true,Existing,R&D,Échantillonner 10 sous-traitants. Vérifier les évaluations et leur fraîcheur.,"[""F - Finance""]",false
lib_rd_012,COSO 2013,R&D,RD-012,Documentation et knowledge transfer obligatoire,Documentation des projets imposée. Knowledge transfer formalisé avant départs clés,Perte de savoir-faire au départ d'un expert — Risque opérationnel,Manual,Day,false,Existing,R&D,Échantillonner 5 départs experts récents. Vérifier la formalisation du KT.,"[""F - Finance""]",false
